Nom,Début,Fin,Lieu,Description
Réseaux opérateurs SM,2021-10-12 06:15:00+00:00,2021-10-12 08:15:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-30 06:15:00+00:00,2021-09-30 10:15:00+00:00,RT-Labo reseaux 1,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Fondamentaux de la programmation,2021-10-15 11:30:00+00:00,2021-10-15 15:30:00+00:00,RT-Labo Informatique 2,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Gestion d'annuaires unifiés,2021-11-19 12:30:00+00:00,2021-11-19 16:30:00+00:00,RT-Labo Informatique 1,"

RT2Dijkstra
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
"
Systèmes et stockage virtualisés,2022-01-06 07:15:00+00:00,2022-01-06 11:00:00+00:00,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
"
Anglais,2021-09-14 12:00:00+00:00,2021-09-14 14:00:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
Technologie de l'internet,2022-02-11 07:15:00+00:00,2022-02-11 11:15:00+00:00,RT-Labo reseaux 1,"

RT1Huffman
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
SAE12: Réseaux,2021-12-06 07:15:00+00:00,2021-12-06 08:45:00+00:00,RT-Salle-TD1,"

TDBell
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
SAE12: Réseaux,2021-12-17 09:15:00+00:00,2021-12-17 11:15:00+00:00,RT-Labo reseaux 2,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Signaux et systèmes pour les transmissions,2022-02-11 07:15:00+00:00,2022-02-11 09:15:00+00:00,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Technologie de l'internet,2022-02-03 09:15:00+00:00,2022-02-03 11:15:00+00:00,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
VoIP/ToIP - M. SOTOMAYOR,2021-12-10 12:30:00+00:00,2021-12-10 16:15:00+00:00,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
"
Anglais,2021-10-05 14:00:00+00:00,2021-10-05 16:00:00+00:00,RT-Labo Informatique 1,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
Technologie de l'internet,2022-01-27 07:15:00+00:00,2022-01-27 09:15:00+00:00,RT-Salle-TD2,"

RT1Turing
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-10-26 12:00:00+00:00,2021-10-26 16:00:00+00:00,RT-Labo Informatique 2,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
DS Anglais Dijkstra,2022-01-19 09:15:00+00:00,2022-01-19 11:15:00+00:00,"BIBLIOTHEQUE UNIVERSITAIRE OU TEAMS,RT-Amphi","

RT2Dijkstra
RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
Mathématiques des systèmes numériques,2022-01-26 13:00:00+00:00,2022-01-26 15:00:00+00:00,RT-Amphi,"

TDBell
TDFourier
RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Mathématiques du signal DS,2021-10-18 12:00:00+00:00,2021-10-18 14:00:00+00:00,RT-Amphi,"

RT1-S1
ANSEL DAVID
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-10-13 06:15:00+00:00,2021-10-13 10:15:00+00:00,RT-Labo Informatique 3,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Sources de données,2022-02-02 13:00:00+00:00,2022-02-02 17:00:00+00:00,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Réseaux locaux et équipements actifs,2021-11-24 13:00:00+00:00,2021-11-24 17:00:00+00:00,RT-Labo reseaux 2,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Mathématiques des systèmes numériques,2022-02-11 07:15:00+00:00,2022-02-11 09:15:00+00:00,RT-Salle-TD2,"

RT1Shannon1
RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
SAE13: Telecommunication,2022-01-18 07:15:00+00:00,2022-01-18 11:15:00+00:00,RT-Labo Electronique 1,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
"
Mathématiques du signal,2021-11-15 15:00:00+00:00,2021-11-15 17:00:00+00:00,RT-Salle Labo Visio,"

RT1App
ANSEL DAVID
(Exported :05/01/2022 11:04)
"
SAE15: Traiter des données,2022-01-18 07:15:00+00:00,2022-01-18 11:15:00+00:00,RT-Labo Informatique 1,"

RT1Turing
(Exported :05/01/2022 11:04)
"
Mathématiques des transmissions,2021-10-13 06:15:00+00:00,2021-10-13 08:15:00+00:00,RT-Salle-TD1,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Communication,2021-10-13 14:00:00+00:00,2021-10-13 16:00:00+00:00,RT-Salle-TD3,"

RT2App
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
"
Gestion de projet,2022-01-20 07:15:00+00:00,2022-01-20 11:15:00+00:00,RT-Labo Informatique 1,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Transmissions guidées,2021-10-13 12:00:00+00:00,2021-10-13 14:00:00+00:00,RT-Salle-TD4,"

RT2App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Mathématiques des systèmes numériques,2022-02-16 09:15:00+00:00,2022-02-16 11:15:00+00:00,,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
DS Réseaux locaux et équipements actifs,2021-12-10 07:15:00+00:00,2021-12-10 09:15:00+00:00,RT-Amphi,"

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
DS Anglais,2021-12-15 09:15:00+00:00,2021-12-15 11:15:00+00:00,RT-Salle-TD1,"

TDFourier
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-24 08:15:00+00:00,2021-09-24 10:15:00+00:00,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
CM Hacking éthique,2022-01-11 07:15:00+00:00,2022-01-11 09:15:00+00:00,RT-Labo reseaux 1,"

LP-CyberSécurité
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
"
Transmission large bande,2022-01-05 13:00:00+00:00,2022-01-05 16:00:00+00:00,RT-Labo Informatique 1,"

RT2Dijkstra
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
"
Principes et architecture des réseaux,2021-10-13 14:00:00+00:00,2021-10-13 16:00:00+00:00,RT-Salle-TD2,"

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Fibres optiques,2022-01-04 13:00:00+00:00,2022-01-04 16:00:00+00:00,RT-Labo Electronique 1,"

RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
SAE12: Réseaux,2022-01-04 13:00:00+00:00,2022-01-04 17:00:00+00:00,RT-Salle Labo Visio,"

RT1App
(Exported :05/01/2022 11:04)
"
Signaux et systèmes pour les transmissions,2022-02-08 07:15:00+00:00,2022-02-08 09:15:00+00:00,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-09-27 12:00:00+00:00,2021-09-27 14:00:00+00:00,"RT-Salle-TD2,RT-Salle-TD1,RT-Amphi","

RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Services réseaux avancés,2021-12-08 13:00:00+00:00,2021-12-08 17:00:00+00:00,RT-Labo reseaux 1,"

RT2Dijkstra
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
"
Systèmes et stockage virtualisés,2021-12-07 12:30:00+00:00,2021-12-07 16:15:00+00:00,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
"
Transmissions guidées,2021-10-21 11:30:00+00:00,2021-10-21 14:30:00+00:00,RT-Labo Telecoms 2,"

RT2App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
DS TP Blanc Electronique,2021-11-30 08:00:00+00:00,2021-11-30 11:00:00+00:00,RT-Labo Electronique 1,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Expression Culture Communications professionnelles,2021-10-06 06:15:00+00:00,2021-10-06 08:15:00+00:00,RT-Salle-TD1,"

TDBell
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
"
Matrices et graphes,2021-10-07 06:15:00+00:00,2021-10-07 08:15:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Electromagnétisme,2021-11-24 13:00:00+00:00,2021-11-24 15:00:00+00:00,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Fondamentaux de la programmation,2021-10-14 11:30:00+00:00,2021-10-14 15:30:00+00:00,RT-Labo Informatique 3,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
EXAMEN CISCO,2021-09-20 14:00:00+00:00,2021-09-20 15:00:00+00:00,RT-Labo Informatique 1,"

RT2Dijkstra
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Mathématiques du signal,2021-10-25 08:15:00+00:00,2021-10-25 10:15:00+00:00,RT-Salle-TD1,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
"
Technologies d'accès,2021-09-06 06:15:00+00:00,2021-09-06 08:15:00+00:00,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Introduction aux technologies Web,2021-09-22 06:15:00+00:00,2021-09-22 08:15:00+00:00,RT-Labo Informatique 2,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
CM Hacking éthique,2021-11-18 12:30:00+00:00,2021-11-18 14:30:00+00:00,RT-Labo reseaux 1,"

LP-CyberSécurité
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
SAE11: Cybersécurité,2021-09-22 06:15:00+00:00,2021-09-22 10:15:00+00:00,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Réseaux cellulaires,2022-01-14 12:30:00+00:00,2022-01-14 15:30:00+00:00,RT-Labo Informatique 1,"

RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Rentrée RT1,2021-09-06 12:00:00+00:00,2021-09-06 15:00:00+00:00,RT-Amphi,"

RT1-S1
Réunion/Evènement
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-10-08 06:15:00+00:00,2021-10-08 10:15:00+00:00,RT-Labo Informatique 3,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Administration système,2022-02-15 15:00:00+00:00,2022-02-15 17:00:00+00:00,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Anglais,2021-11-22 07:15:00+00:00,2021-11-22 09:15:00+00:00,RT-Labo Informatique 2,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
SAE13: Telecommunication,2022-01-12 07:15:00+00:00,2022-01-12 09:15:00+00:00,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-10-05 08:15:00+00:00,2021-10-05 10:15:00+00:00,RT-Labo Informatique 2,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Electronique,2021-10-26 08:15:00+00:00,2021-10-26 10:15:00+00:00,RT-Salle-TD2,"

TDFourier
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Technologie de l'internet,2022-02-16 07:15:00+00:00,2022-02-16 11:15:00+00:00,RT-Labo reseaux 1,"

RT1Shannon2
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Infrastructure sans fil,2021-10-14 11:30:00+00:00,2021-10-14 13:30:00+00:00,RT-Salle-TD2,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Administration système,2022-02-14 13:00:00+00:00,2022-02-14 17:00:00+00:00,RT-Labo Informatique 2,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
DS Services réseaux avancés,2021-12-10 09:15:00+00:00,2021-12-10 11:15:00+00:00,RT-Salle-TD4,"

RT2App
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
"
Technologies d'accès,2021-09-09 06:15:00+00:00,2021-09-09 08:15:00+00:00,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Transmissions guidées,2021-09-22 08:15:00+00:00,2021-09-22 10:15:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
PPP,2021-12-06 13:00:00+00:00,2021-12-06 15:00:00+00:00,RT-Labo Informatique 3,"

RT2Dijkstra
RT2Hamming
CHABOT ROBERT
(Exported :05/01/2022 11:04)
"
Electronique,2021-11-12 08:15:00+00:00,2021-11-12 11:15:00+00:00,RT-Labo Electronique 1,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-09-28 08:15:00+00:00,2021-09-28 10:15:00+00:00,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Anglais,2021-10-15 06:15:00+00:00,2021-10-15 08:15:00+00:00,RT-Labo Informatique 2,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
CM Hacking éthique,2022-01-11 09:15:00+00:00,2022-01-11 11:15:00+00:00,RT-Labo reseaux 1,"

LP-CyberSécurité
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-13 14:00:00+00:00,2021-09-13 16:00:00+00:00,"RT-Salle-TD1,RT-Amphi","

RT1-S1
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Anglais général,2021-11-10 13:00:00+00:00,2021-11-10 15:00:00+00:00,RT-Salle Labo Visio,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Matrices et graphes,2021-09-24 08:15:00+00:00,2021-09-24 10:15:00+00:00,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Technologie de l'internet,2022-01-28 09:15:00+00:00,2022-01-28 11:15:00+00:00,RT-Salle-TD2,"

RT1Turing
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Technologies d'accès,2021-09-03 08:15:00+00:00,2021-09-03 10:15:00+00:00,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Signaux et systèmes pour les transmissions,2022-02-17 09:15:00+00:00,2022-02-17 11:15:00+00:00,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
SAE14: Se présenter sur Internet,2022-01-18 13:00:00+00:00,2022-01-18 17:00:00+00:00,RT-Labo Informatique 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
"
Matrices et graphes,2021-09-27 06:15:00+00:00,2021-09-27 08:15:00+00:00,RT-Labo Informatique 2,"

RT2Dijkstra
RT2Hamming
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Anglais général,2021-09-22 08:15:00+00:00,2021-09-22 10:15:00+00:00,RT-Labo Informatique 2,"

RT1Huffman
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Expression Culture Comm pro - Outils info,2021-09-15 12:00:00+00:00,2021-09-15 16:00:00+00:00,BIBLIOTHEQUE UNIVERSITAIRE OU TEAMS,"

RT1Shannon2
RT1Shannon1
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
"
Anglais Technique,2022-02-01 07:15:00+00:00,2022-02-01 09:15:00+00:00,RT-Salle-TD2,"

TDFourier
TDFourier
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
Administration système,2022-02-07 13:00:00+00:00,2022-02-07 15:00:00+00:00,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Introduction aux technologies Web,2021-09-16 07:15:00+00:00,2021-09-16 10:15:00+00:00,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Fondamentaux de la programmation,2021-10-25 14:00:00+00:00,2021-10-25 16:00:00+00:00,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Electronique,2021-11-16 13:00:00+00:00,2021-11-16 16:00:00+00:00,RT-Labo Electronique 1,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Expression Culture Comm pro - Outils info,2021-09-07 12:00:00+00:00,2021-09-07 14:00:00+00:00,GC-ISAT 111 Info,"

RT1Shannon2
RT1Shannon1
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
"
SAE11: Cybersécurité,2021-09-24 11:30:00+00:00,2021-09-24 15:30:00+00:00,RT-Labo Informatique 1,"

RT1Turing
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-20 14:00:00+00:00,2021-09-20 16:00:00+00:00,"RT-Salle-TD1,RT-Amphi","

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Administration système,2021-10-18 12:00:00+00:00,2021-10-18 14:00:00+00:00,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-14 12:00:00+00:00,2021-09-14 16:00:00+00:00,RT-Labo Informatique 1,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Mathématiques des transmissions,2021-10-07 08:15:00+00:00,2021-10-07 10:15:00+00:00,RT-Salle-TD1,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
SAE12: Réseaux,2021-12-14 07:15:00+00:00,2021-12-14 11:15:00+00:00,RT-Labo reseaux 2,"

RT1Turing
(Exported :05/01/2022 11:04)
"
SAE14: Se présenter sur Internet,2022-01-19 13:00:00+00:00,2022-01-19 16:00:00+00:00,RT-Labo Informatique 2,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-17 08:15:00+00:00,2021-09-17 10:15:00+00:00,"RT-Salle-TD1,RT-Labo Informatique 2","

TDBell
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Infrastructure sans fil,2021-11-22 09:15:00+00:00,2021-11-22 11:15:00+00:00,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Mathématiques des systèmes numériques,2022-02-09 13:00:00+00:00,2022-02-09 15:00:00+00:00,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
DS Infrastructure sans fil,2021-11-29 15:00:00+00:00,2021-11-29 17:00:00+00:00,RT-Amphi,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
VoIP/ToIP - M. SOTOMAYOR,2021-12-09 12:30:00+00:00,2021-12-09 16:15:00+00:00,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
"
Réseaux locaux et équipements actifs,2021-12-01 13:00:00+00:00,2021-12-01 17:00:00+00:00,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-27 06:15:00+00:00,2021-09-27 08:15:00+00:00,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Réseaux cellulaires,2022-01-14 08:15:00+00:00,2022-01-14 11:15:00+00:00,RT-Labo Informatique 2,"

RT2Dijkstra
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
"
BDD : ADMINISTRATION,2021-12-14 07:15:00+00:00,2021-12-14 11:00:00+00:00,RT-Labo Informatique 1,"

LP-CyberSécurité
LP-GSIE-ARE-1
PRESLES BENOÎT
(Exported :05/01/2022 11:04)
"
Electronique,2021-11-23 13:00:00+00:00,2021-11-23 16:00:00+00:00,RT-Labo Electronique 1,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Scripts avancés,2021-10-14 06:15:00+00:00,2021-10-14 10:15:00+00:00,RT-Labo Informatique 2,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Scripts avancés,2021-09-22 06:15:00+00:00,2021-09-22 10:15:00+00:00,RT-Labo Informatique 1,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Anglais général,2021-10-13 14:00:00+00:00,2021-10-13 16:00:00+00:00,RT-Labo Informatique 2,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Applications informatiques,2021-11-10 07:15:00+00:00,2021-11-10 11:15:00+00:00,RT-Labo Informatique 2,"

RT2Dijkstra
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Anglais général,2021-11-17 13:00:00+00:00,2021-11-17 15:00:00+00:00,RT-Labo Informatique 1,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
SAE12: Réseaux,2021-12-17 12:30:00+00:00,2021-12-17 14:30:00+00:00,RT-Labo reseaux 1,"

RT1Huffman
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Analyse et traitement de données structurées,2022-02-14 15:00:00+00:00,2022-02-14 17:00:00+00:00,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Bases des systèmes d'exploitation,2021-10-15 06:15:00+00:00,2021-10-15 10:15:00+00:00,RT-Labo Informatique 1,"

RT1Turing
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
"
DS TP Infrastructure sans fil,2021-12-07 13:00:00+00:00,2021-12-07 14:30:00+00:00,RT-Labo Telecoms 1,"

RT2Dijkstra
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Architecture des systèmes numériques et informatiques,2021-11-26 12:30:00+00:00,2021-11-26 16:30:00+00:00,RT-Labo Informatique 3,"

RT1Turing
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
Expression Culture Comm pro - Outils info,2021-09-07 14:00:00+00:00,2021-09-07 16:00:00+00:00,GC-ISAT 111 Info,"

RT1Huffman
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
"
Applications informatiques,2021-11-12 07:15:00+00:00,2021-11-12 11:15:00+00:00,RT-Labo Informatique 1,"

RT2Hamming
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
"
TP Maintien de la disponibilité,2022-01-06 12:30:00+00:00,2022-01-06 14:30:00+00:00,RT-Salle-TD4,"

LP-CyberSécurité
BARANEK OLIVIER
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-28 12:00:00+00:00,2021-09-28 16:00:00+00:00,RT-Labo reseaux 1,"

RT1Shannon1
RT1Shannon2
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
"
Technologies d'accès,2021-10-05 06:15:00+00:00,2021-10-05 10:15:00+00:00,RT-Labo Telecoms 1,"

RT2Dijkstra
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
"
Réseaux locaux et équipements actifs,2021-12-10 09:15:00+00:00,2021-12-10 10:45:00+00:00,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Fibres optiques,2021-12-13 13:00:00+00:00,2021-12-13 15:00:00+00:00,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Principes et architecture des réseaux,2021-10-12 14:00:00+00:00,2021-10-12 16:00:00+00:00,RT-Salle-TD1,"

TDBell
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Communication,2021-11-17 15:00:00+00:00,2021-11-17 17:00:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
"
Réseaux locaux et équipements actifs,2021-11-12 12:30:00+00:00,2021-11-12 14:30:00+00:00,RT-Amphi,"

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Réseaux cellulaires,2021-11-25 09:15:00+00:00,2021-11-25 11:15:00+00:00,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-13 08:15:00+00:00,2021-09-13 10:15:00+00:00,"RT-Salle-TD1,RT-Labo Informatique 3","

TDBell
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Réseaux opérateurs SM,2021-10-07 08:15:00+00:00,2021-10-07 10:15:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
Anglais général,2021-09-08 06:15:00+00:00,2021-09-08 08:15:00+00:00,RT-Salle-TD2,"

RT1Shannon1
RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Anglais,2021-09-21 06:15:00+00:00,2021-09-21 08:15:00+00:00,RT-Salle-TD4,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
"
Principes et architecture des réseaux,2021-10-19 06:15:00+00:00,2021-10-19 08:15:00+00:00,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
"
Initiation réseaux,2021-09-08 12:00:00+00:00,2021-09-08 14:00:00+00:00,"RT-Salle-TD1,RT-Labo Informatique 3","

TDBell
ROY MICHAEL
(Exported :05/01/2022 11:04)
"
Administration système,2022-01-25 07:15:00+00:00,2022-01-25 09:15:00+00:00,RT-Labo Informatique 3,"

RT1Huffman
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
"
Anglais général,2021-09-23 06:15:00+00:00,2021-09-23 08:15:00+00:00,RT-Salle Labo Visio,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
Anglais général,2021-12-01 09:15:00+00:00,2021-12-01 11:15:00+00:00,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
"
SAE14: Se présenter sur Internet,2022-01-19 13:00:00+00:00,2022-01-19 17:00:00+00:00,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
"
Technologies d'accès,2021-10-11 12:00:00+00:00,2021-10-11 14:00:00+00:00,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
"
